Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer â€“ 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court â€“ 1","If yes, which High Court â€“ 2","If yes, which High Court â€“ 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law,fileTitle
Jaswant Singh,Male,1961-02-23T00:00:00Z,NA,NA,2007-12-05T00:00:00Z,2023-02-22T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,NA,Yes,Yes,No,No,No,"Oak Grove School, Jharipani, Mussoorie/Model School, Rohtak",NA,Arts,"Maharishi Dayanand University, Rohtak",NA,1986,Punjab and Haryana,No,Yes,No,PunjabandHaryana
Surya Kant,Male,1962-02-10T00:00:00Z,Haryana,Hissar,2004-01-09T00:00:00Z,2018-10-04T00:00:00Z,No,No,PunjabandHaryana,Yes,HimachalPradesh,2018-10-05T00:00:00Z,NA,NA,NA,NA,Yes,Himachal Pradesh,NA,NA,Yes,2019-05-24T00:00:00Z,Bar,No,Yes,Yes,NA,Yes,Yes,Yes,Yes,No,NA,"Government Post Graduate College, Hisar in 1981",NA,"Maharishi Dayanand University, Rohtak",1984,1984,Punjab and Haryana,No,No,Yes,PunjabandHaryana
A.S. Garg,Male,NA,NA,NA,1999-02-08T00:00:00Z,2001-12-17T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
A.S. Nehra,Male,NA,NA,NA,1990-06-15T00:00:00Z,1997-06-02T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,PunjabandHaryana
Amar Bir Singh Gill,Male,NA,NA,NA,1994-06-20T00:00:00Z,2003-05-19T00:00:00Z,No,No,PunjabandHaryana,Yes,Allahabad,1994-07-21T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,NA,NA,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Amar Dutt,Male,NA,NA,NA,1999-02-08T00:00:00Z,2006-08-22T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Amarjeet Chaudhary,Male,NA,NA,NA,1988-06-27T00:00:00Z,1988-09-04T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Amrit Lal Bahri,Male,NA,NA,NA,1988-05-04T00:00:00Z,1994-10-26T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Anand Parkash Chowdhri,Male,NA,NA,NA,1988-05-04T00:00:00Z,1995-03-31T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
B. Rai,Male,NA,NA,NA,1996-01-29T00:00:00Z,1999-01-31T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
B.S. Nehra,Male,NA,NA,NA,1991-03-15T00:00:00Z,1994-04-02T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Bakshish Kaur,Female,NA,NA,NA,1999-05-14T00:00:00Z,2002-07-06T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,NA,No,NA,NA,NA,NA,NA,NA,Patiala,Home Science and Psychology,Panjab University,1962,NA,NA,No,No,No,PunjabandHaryana
Baldev Singh,Male,NA,NA,NA,2004-11-05T00:00:00Z,2007-02-12T00:00:00Z,No,No,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
G.C. Gargg,Male,NA,NA,NA,1991-03-15T00:00:00Z,1999-07-23T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,PunjabandHaryana
G.S. Chahal,Male,NA,NA,NA,1990-06-15T00:00:00Z,1993-12-21T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,PunjabandHaryana
Har Mohinder Kaur Sandhu,Female,NA,NA,NA,1991-03-15T00:00:00Z,1994-11-27T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Harphul Singh Brar,Male,NA,NA,NA,1991-03-15T00:00:00Z,1999-07-29T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
I.P. Vasishth,Male,NA,NA,NA,1994-06-20T00:00:00Z,2000-10-17T00:00:00Z,No,Yes,PunjabandHaryana,Yes,Allahabad,1994-07-21T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Iqbal Singh,Male,NA,NA,NA,1996-01-29T00:00:00Z,2000-03-31T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
J.B. Garg,Male,NA,NA,NA,1989-11-02T00:00:00Z,1995-08-05T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
J.S. Narang,Male,NA,NA,NA,1999-05-14T00:00:00Z,2007-01-01T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Jai Singh Sekhon,Male,NA,NA,NA,1988-03-08T00:00:00Z,1994-05-04T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Jawahar Lal Gupta,Male,NA,NA,NA,1991-03-15T00:00:00Z,2004-01-22T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,Yes,Kerala,NA,NA,No,NA,Bar,No,Yes,Yes,NA,No,No,No,No,No,NA,NA,NA,NA,NA,1963,Punjab and Haryana,No,No,No,PunjabandHaryana
K.C. Gupta,Male,NA,NA,NA,2000-05-25T00:00:00Z,2004-02-02T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
K.K. Srivastva,Male,NA,NA,NA,1994-10-10T00:00:00Z,2000-08-27T00:00:00Z,No,No,NA,Yes,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
K.S. Kumaran,Male,NA,NA,NA,1994-11-01T00:00:00Z,2001-12-23T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Kamajit Singh Garewal,Male,NA,NA,NA,2000-05-25T00:00:00Z,2009-09-29T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayo College, Ajmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Kiran Anand Lall,Female,NA,NA,NA,2002-07-02T00:00:00Z,2007-03-14T00:00:00Z,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
M.L. Singhal,Male,NA,NA,NA,1996-01-29T00:00:00Z,2003-03-24T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
M.M. Aggarwal,Male,NA,NA,NA,2004-11-05T00:00:00Z,2008-01-19T00:00:00Z,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Mangat Rai Agnihotri,Male,NA,NA,NA,1986-11-14T00:00:00Z,1993-12-24T00:00:00Z,No,No,PunjabandHaryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Mehtab Singh Gill,Male,NA,NA,NA,1999-05-14T00:00:00Z,2010-10-29T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Lawrence School, Sanawar",NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Moti Lal Koul,Male,NA,NA,NA,1991-10-14T00:00:00Z,1997-11-20T00:00:00Z,No,No,J&KandLadakh,Yes,PunjabandHaryana,1994-11-01T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,NA,NA,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
N.C. Khichi,Male,NA,NA,NA,1996-01-29T00:00:00Z,2000-12-24T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
N.K. Agarwal,Male,NA,NA,NA,1996-04-29T00:00:00Z,1999-12-12T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
N.K. Kapoor,Male,NA,NA,NA,1991-03-15T00:00:00Z,1997-11-30T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,PunjabandHaryana
N.K. Sud,Male,NA,NA,NA,1999-05-14T00:00:00Z,2006-01-14T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Naresh Chand Jain,Male,NA,NA,NA,1988-06-27T00:00:00Z,2001-04-05T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,Yes,Gauhati,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
R.C. Kathuria,Male,NA,NA,NA,2000-05-25T00:00:00Z,2003-04-20T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
R.K. Nehru,Male,NA,NA,NA,1992-09-28T00:00:00Z,1996-10-13T00:00:00Z,No,No,PunjabandHaryana,Yes,J&KandLadakh,1994-10-22T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
R.L. Anand,Male,NA,NA,NA,1996-01-29T00:00:00Z,2003-04-01T00:00:00Z,No,No,NA,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
S.S. Grewal,Male,NA,NA,NA,2002-07-02T00:00:00Z,2004-10-03T00:00:00Z,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Sarojnei Saksena,Female,NA,NA,NA,1994-09-27T00:00:00Z,1998-07-12T00:00:00Z,No,No,MadhyaPradesh,Yes,PunjabandHaryana,1994-10-10T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Sharan Jeet Singh Grewal,Male,NA,NA,NA,1988-05-04T00:00:00Z,1995-02-26T00:00:00Z,No,No,PunjabandHaryana,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PunjabandHaryana
Amratlal Paramananddas Ravani,Male,1934-09-26T00:00:00Z,NA,NA,1982-05-26T00:00:00Z,1996-09-11T00:00:00Z,No,Yes,Gujarat,Yes,Rajasthan,1995-02-25T00:00:00Z,NA,NA,NA,NA,Yes,Rajasthan,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No,Rajasthan
Anshuman Singh,Male,1935-07-07T00:00:00Z,Uttar Pradesh,Prayagraj,1984-05-24T00:00:00Z,1997-07-06T00:00:00Z,No,No,Allahabad,Yes,Rajasthan,1994-04-28T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allahabad University,NA,1960,NA,No,No,No,Rajasthan
Balwant Roy Arora,Male,1935-08-15T00:00:00Z,NA,NA,1990-07-20T00:00:00Z,1997-08-14T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Rajasthan
Maheshwari Prasad Singh,Male,1936-04-10T00:00:00Z,NA,NA,1987-07-31T00:00:00Z,NA,No,No,Allahabad,Yes,Rajasthan,1994-04-28T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,NA,Yes,No,NA,No,No,No,No,No,NA,NA,NA,NA,NA,1960,NA,No,No,No,Rajasthan
Navrang Lal Tibrewal,Male,1937-01-17T00:00:00Z,Rajasthan,Jhunjhunu,1990-07-20T00:00:00Z,1999-01-16T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,"Maharaja College, Jaipur",NA,University Law College,1959,NA,NA,No,No,No,Rajasthan
Vishnu Sadashiv Kokje,Male,1939-09-06T00:00:00Z,Madhya Pradesh,Dhar,1990-07-28T00:00:00Z,2001-09-05T00:00:00Z,No,No,MadhyaPradesh,Yes,Rajasthan,1994-04-28T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,NA,No,No,No,No,No,NA,"Holkar College, Indore","Mathematics, Statistics and Economics","Government Arts and Commerce College, Indore",NA,1964,NA,No,Yes,No,Rajasthan
R.R. Yadav,Male,1940-08-01T00:00:00Z,NA,NA,1994-02-01T00:00:00Z,2002-07-31T00:00:00Z,No,No,Allahabad,Yes,Rajasthan,1994-02-15T00:00:00Z,Allahabad,2001-06-01T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,NA,NA,NA,1964,NA,No,No,No,Rajasthan
Megh Raj Calla,Male,1941-03-12T00:00:00Z,NA,NA,1990-07-29T00:00:00Z,2003-03-11T00:00:00Z,No,No,Rajasthan,Yes,Gujarat,1994-04-28T00:00:00Z,Rajasthan,2001-09-10T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,NA,NA,No,No,No,No,No,NA,NA,NA,NA,NA,1968,Rajasthan,No,No,No,Rajasthan
Nagendra Kumar Jain,Male,1942-10-20T00:00:00Z,Rajasthan,Alwar,1990-07-20T00:00:00Z,2004-10-19T00:00:00Z,No,No,Rajasthan,Yes,Madras,1997-11-18T00:00:00Z,NA,NA,NA,NA,Yes,Madras,Karnataka,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,"Happy School, Mahaveer School, Maharaja College",Rajasthan College of Rajasthan University,NA,Jodhpur University,1967,1968,Rajasthan,No,No,No,Rajasthan
Vishwanath Gopal Palshikar,Male,1945-01-07T00:00:00Z,NA,NA,1994-01-20T00:00:00Z,2007-01-06T00:00:00Z,No,No,Bombay,Yes,Rajasthan,1994-02-14T00:00:00Z,Bombay,2001-06-01T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,NA,NA,NA,1968,NA,No,No,No,Rajasthan
Vinod Kumar Bali,Male,1945-01-24T00:00:00Z,NA,NA,1991-03-15T00:00:00Z,2007-01-23T00:00:00Z,No,No,PunjabandHaryana,Yes,Rajasthan,2005-02-28T00:00:00Z,NA,NA,NA,NA,Yes,Kerala,NA,NA,No,NA,Bar,No,Yes,Yes,NA,Yes,No,No,No,No,NA,NA,NA,"Panjab University, Chandigarh",1967,1967,Harya,No,No,No,Rajasthan
Narendra Narain Mathur,Male,1945-02-20T00:00:00Z,NA,NA,1994-01-31T00:00:00Z,2007-02-19T00:00:00Z,No,No,Rajasthan,Yes,Gujarat,1994-02-15T00:00:00Z,Rajasthan,1999-02-24T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,NA,No,No,No,No,No,NA,NA,NA,NA,NA,1970,NA,No,No,No,Rajasthan
Arun Madan,Male,1945-04-07T00:00:00Z,NA,NA,1993-03-03T00:00:00Z,2003-03-21T00:00:00Z,No,Yes,Delhi,Yes,Rajasthan,1994-02-24T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,Arts,NA,NA,1968,Delhi,No,No,No,Rajasthan
Bhanwaru Khan Parian,Male,1947-07-01T00:00:00Z,NA,NA,2007-03-12T00:00:00Z,2009-06-30T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Science,NA,NA,NA,NA,No,No,No,Rajasthan
Manak Lal Mohta,Male,1947-07-01T00:00:00Z,NA,NA,2005-02-02T00:00:00Z,2009-06-30T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Commerce,NA,NA,1971,Rajasthan,No,No,No,Rajasthan
Behram Jahanbux Shethna,Male,1947-07-14T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,2009-07-13T00:00:00Z,No,Yes,Gujarat,Yes,Rajasthan,1994-10-28T00:00:00Z,Gujarat,2001-06-04T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,NA,"Sir V. T. Chokshi Law College, Surat",1970,1970,Gujarat,No,No,No,Rajasthan
Ashok Kumar Parihar,Male,1947-08-25T00:00:00Z,NA,NA,1996-04-06T00:00:00Z,2009-08-24T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,NA,Yes,No,NA,Yes,No,No,No,No,NA,NA,NA,NA,NA,1974,NA,No,Yes,No,Rajasthan
Narayan Prasad Gupta,Male,1948-01-21T00:00:00Z,NA,NA,2000-01-20T00:00:00Z,2010-01-20T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,No,No,No,No,No,NA,NA,Arts,NA,NA,1969,Rajasthan,No,No,No,Rajasthan
Rattan Chand Gandhi,Male,1948-01-22T00:00:00Z,NA,NA,1995-01-06T00:00:00Z,2010-01-21T00:00:00Z,No,No,J&KandLadakh,Yes,Rajasthan,2006-01-17T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Arts,NA,NA,1974,Jammu and Kashmir,No,Yes,No,Rajasthan
Guman Singh,Male,1948-02-06T00:00:00Z,NA,NA,2007-03-12T00:00:00Z,2010-02-05T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Arts,NA,NA,NA,NA,No,No,No,Rajasthan
Himmat Ram Panwar,Male,1948-02-11T00:00:00Z,NA,NA,2001-01-11T00:00:00Z,2010-02-10T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Arts,NA,NA,1982,Rajasthan,No,No,No,Rajasthan
Jitendra Rai Goyal,Male,1948-04-04T00:00:00Z,NA,NA,2005-02-02T00:00:00Z,2010-04-03T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,Arts,NA,NA,1971,Rajasthan,No,No,No,Rajasthan
Karni Singh Rathore,Male,1948-04-15T00:00:00Z,NA,NA,2000-10-30T00:00:00Z,2010-04-14T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Arts,NA,NA,1977,Rajasthan,No,No,No,Rajasthan
Deo Narayan Thanvi,Male,1948-06-03T00:00:00Z,NA,NA,2007-03-12T00:00:00Z,2010-06-02T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,Arts,NA,NA,1971,Rajasthan,No,No,No,Rajasthan
Gauri Shanker Sarraf,Male,1948-07-01T00:00:00Z,NA,NA,2006-01-20T00:00:00Z,2010-06-30T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Arts,NA,NA,NA,NA,NA,No,Yes,Rajasthan
Satyaprakash Pathak,Male,1948-12-15T00:00:00Z,NA,NA,2005-02-02T00:00:00Z,2010-12-14T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,Arts,NA,NA,1973,Rajasthan,No,No,No,Rajasthan
Rajendra Mal Lodha,Male,1949-09-28T00:00:00Z,Rajasthan,Jodhpur,1994-01-31T00:00:00Z,2014-09-27T00:00:00Z,No,No,Rajasthan,Yes,Bombay,1994-02-16T00:00:00Z,Rajasthan,2007-02-02T00:00:00Z,NA,NA,Yes,Patna,NA,NA,Yes,2008-12-17T00:00:00Z,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,University of Jodhpur,Science,University of Jodhpur,NA,1973,Rajasthan,No,No,No,Rajasthan
Dalip Singh,Male,1950-11-18T00:00:00Z,NA,NA,2004-09-02T00:00:00Z,2012-11-17T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Arts,NA,NA,1974,Rajasthan,No,No,No,Rajasthan
Prakash Chandra Tatia,Male,1951-08-04T00:00:00Z,NA,NA,2001-01-11T00:00:00Z,2013-08-03T00:00:00Z,No,No,Rajasthan,Yes,Jharkhand,2011-04-11T00:00:00Z,NA,NA,NA,NA,Yes,Jharkhand,NA,NA,No,NA,Bar,No,Yes,No,NA,Yes,No,No,No,No,NA,NA,Science,Jodhpur University,1975,1975,Rajasthan,No,No,No,Rajasthan
