Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law,fileTitle,
Pushpa Sathyanarayana,Female,1960-02-28T00:00:00Z,Kerala,Mannargudi,2013-10-25T00:00:00Z,2022-02-27T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,SDNB VaishNot Availablev. ChenNot Availablei,English,Madras Law College,1985,1985,Tamil Not Availabledu,No,No,No,Madras,
V. Parthiban,Male,1960-04-24T00:00:00Z,Tamil Nadu,Cuddalore,2016-10-05T00:00:00Z,2022-04-23T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Yes,Not Available,Madras Christian College,Arts,Madras Law College,1985,1986,Tamil Not Availabledu,No,No,No,Madras,
V. Bharathidasan,Male,1960-05-07T00:00:00Z,Tamil Nadu,"Pattukotai,thanjavur",2016-04-07T00:00:00Z,2022-05-06T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Panchayat Union Elementary School and Government High School at Alathur Village,Loyola ChenNot Availablei,Not Available,Madras Law College,1985,1985,Tamil Not Availabledu,No,No,No,Madras,
R. Pongiappan,Male,1960-05-12T00:00:00Z,Tamil Nadu,Erode,2017-12-01T00:00:00Z,2022-05-11T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,Bangalore University,Not Available,Bangalore University,Not Available,1986,Tamil Not Availabledu,No,No,No,Madras,
M. Govindaraj,Male,1960-05-19T00:00:00Z,Tamil Nadu,Madurai,2016-10-05T00:00:00Z,2022-05-18T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Revathy School, Tiruthuraipoondi and Government High School, Tiruthuraipoondi","Bishop Herber, Trichy",Not Available,"Govt Law Clg, Trichy",1988,1988,Tamil Not Availabledu,No,Yes,No,Madras,
Kandasamy Kalyanasundaram,Male,1960-05-27T00:00:00Z,Tamil Nadu,Manjanayakkampatti,2013-10-25T00:00:00Z,2022-05-26T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,ITO Ayakudi,Arul Migu Palani Arts Clg,Economics,Madras University,1985,1986,Tamil Not Availabledu,No,No,No,Madras,
Shamuga Kannamal,Female,1960-07-18T00:00:00Z,Tamil Nadu,Udumalpet,2020-12-03T00:00:00Z,2022-07-19T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Yes,"Govt High School, Udumalpet","MeeNot Availablekshi Arts Clg Women, Madurai",Science,Coimbatore Law Clg,Not Available,1986,tamil Not Availabledu,No,No,Yes,Madras,
Subramanian Ananthi,Female,1960-07-31T00:00:00Z,Tamil Nadu,"Anthiyur, Erode District",2020-12-03T00:00:00Z,2022-07-30T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Yes,Not Available,"Madras Law Clg, Madurai Law Clg",Not Available,"Madras Law Clg, Madurai Law Clg",Not Available,1983,Tamil Not Availabledu,No,No,No,Madras,
M Duraiswamy,Male,1960-09-22T00:00:00Z,Not Available,Not Available,2009-03-31T00:00:00Z,2022-09-21T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,Not Available,Commerce,Madras Law College,Not Available,1987,"Tamil Not Availabledu, Puducherry",No,No,No,Madras,
P. N. Prakash,Male,1961-01-12T00:00:00Z,Not Available,Not Available,2013-10-25T00:00:00Z,2023-01-11T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Hindu HSC, Chennai","DG VaishNot Availablev, ChenNot Availablei",Economics,Madras Law College,1983,1984,Tamil Not Availabledu,No,Yes,No,Madras,
Sanjib Banerjee,Male,1961-02-11T00:00:00Z,West Bengal,Not Available,2006-06-22T00:00:00Z,2023-11-01T00:00:00Z,No,No,Calcutta,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,"St.Xaviers;St.Pauls, Darj",University of Calcutta,Economics,University of Calcutta,1986,1990,West Bengal,No,No,No,Madras,
S. Manikumar,Male,1961-04-24T00:00:00Z,Not Available,Not Available,2006-07-31T00:00:00Z,2023-04-23T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Kerala,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,Yes,Not Available,"RamakrishNot Available Mission, VivekaNot Availablenda College, ChenNot Availablei",Chemistry,Madras Law College,1983,1983,Tamil Not Availabledu,No,No,No,Madras,
T. Raja,Male,1961-05-25T00:00:00Z,Tamil Nadu,"Thenur, Madura",2009-03-31T00:00:00Z,2023-05-24T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,Yes,Not Available,Not Available,Yes,"Pasumala School, Madurai",MSS Wakf; Madurai Clg,Arts,Govt Law Clg Madurai,Not Available,1988,Tamil Not Availabledu,No,Yes,No,Madras,
R. Tharani,Female,1961-06-10T00:00:00Z,Tamil Nadu,Thoothukudi,2017-12-01T00:00:00Z,2023-11-30T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,1986,Tamil Not Availabledu,No,No,No,Madras,
V. M. Velumani,Female,1962-04-06T00:00:00Z,Not Available,Not Available,2013-12-20T00:00:00Z,2024-04-05T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1989,Tamil Not Availabledu,No,No,No,Madras,
G. Chandrasekharan,Male,1962-05-31T00:00:00Z,Tamil Nadu,Virudhunagar,2020-12-03T00:00:00Z,2022-12-03T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Yes,"St Britto HSC, Madurai","Sourashta Clg, Madurai",Not Available,"Govt Law Clg, Madurai",Not Available,1987,Tamil Not Availabledu,No,No,No,Madras,
M. M. Sundresh,Male,1962-07-21T00:00:00Z,Tamil Nadu,Erode,2009-03-31T00:00:00Z,2024-07-20T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,Loyola ChenNot Availablei,Arts,Madras Law College,Not Available,1985,Tamil Not Availabledu,No,No,No,Madras,
S. Vaidyanathan,Male,1962-08-17T00:00:00Z,Tamil Nadu,Coimbatore,2013-10-25T00:00:00Z,2024-08-16T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"Singaram Pillai, Chennai","DG VaishNot Availablev, ChenNot Availablei",Economics,Madras Law College,1985,1986,Tamil Not Availabledu,No,Yes,No,Madras,
N. Seshayee,Male,1963-01-08T00:00:00Z,Tamil Nadu,Kanyakumari,2016-11-16T00:00:00Z,2025-01-07T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,Not Available,No,Not Available,No,Not Available,Not Available,Not Available,SLB Government Higher Secondary School,Scott Christian College,Arts,Madras Law College,1986,1986,Tamil Not Availabledu,No,No,No,Madras,
R. Hemalatha,Female,1963-05-01T00:00:00Z,Tamil Nadu,Not Available,2017-12-01T00:00:00Z,2025-04-30T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,"Govt Law Clg, Madurai",Not Available,"Govt Law Clg, Madurai",1986,1987,Tamil Not Availabledu,No,No,Yes,Madras,
S. S. Sundar,Male,1963-05-03T00:00:00Z,Tamil Nadu,Kootampuli,2016-04-07T00:00:00Z,2025-05-02T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,"St Xavier's,Pallayamkottai",Science,Madras Law College,1987,1988,Tamil Not Availabledu,No,No,No,Madras,
V. Bhavani Subbaroyan,Female,1963-05-17T00:00:00Z,Tamil Nadu,Thanjavur,2017-06-28T00:00:00Z,2025-05-16T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Presidency Girls HSC, Chennai","Queens Mary Clg, ChenNot Availablei",Science,Madras Law College,1986,1986,Tamil Not Availabledu,No,No,Yes,Madras,
D. Krishnakumar,Male,1963-05-22T00:00:00Z,Not Available,Not Available,2016-04-07T00:00:00Z,2025-05-21T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Govt HSC Dharmapuram,Presidency College ChenNot Availablei,Science,Madras Law College,Not Available,1985,Tamil Not Availabledu,No,No,No,Madras,
V. Sivagnanam,Male,1963-06-01T00:00:00Z,tamil Nadu,Mayiladuthurai,2020-12-03T00:00:00Z,2022-12-03T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Kuthalam Govt HSC,"AVC Clg, Mayiladuthurai",Not Available,"Govt Law clg, Pondi",Not Available,Not Available,Tamil Not Availabledu,No,No,No,Madras,
Ganesan Ilangovan,Male,1963-06-05T00:00:00Z,Tamil Nadu,Thiruthuraipoondi,2020-12-03T00:00:00Z,2022-12-03T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,"Vilakudi, Thiruthuraipoondi","Bishop Heber Clg, Trichy",Not Available,"Govt Law Clg, Trichy",Not Available,1987,Tamil Not Availabledu,No,No,No,Madras,
R. M. T. Teeka Raman,Male,1963-06-09T00:00:00Z,tamil Nadu,Not Available,2016-11-16T00:00:00Z,2025-06-08T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,Not Available,Yes,Not Available,No,Not Available,Not Available,Yes,Government High School,Not Available,Science,"Voorhees, Vellore",1988,1988,Tamil Not Availabledu,No,Yes,No,Madras,
R. Mahadevan,Male,1963-06-10T00:00:00Z,Not Available,Not Available,2013-10-25T00:00:00Z,2025-06-09T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,Madras Law College,Not Available,Madras Law College,1989,1989,Tamil Not Availabledu,No,No,No,Madras,
S. Sathi Kumar,Male,1963-07-18T00:00:00Z,Tamil Nadu,Chennai,2020-12-03T00:00:00Z,2022-12-03T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Yes,"Vellaiyan Chettiar HSC, Chennai","Sir Theagaroya Clg, ChenNot Availablei",Zoology,Madras Law College,Not Available,1988,Tamil Not Availabledu; Pondicherry,No,No,No,Madras,
R. Subramanian,Male,1963-07-25T00:00:00Z,Tamil Nadu,"Manangadu, Thanjavur",2016-10-05T00:00:00Z,2025-07-24T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Yes,PS Sivaswami Iyer HSC,"AVMM Sri Pushpam Clg,Poondi",Commerce,"Dr. Ambedkar Law Clg, Pondi",1986,1986,Tamil Not Availabledu,No,No,No,Madras,
T. S. Sivagnanam,Male,1963-09-16T00:00:00Z,Tamil Nadu,Chennai,2009-03-31T00:00:00Z,2025-09-15T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,Loyola ChenNot Availablei,Science,Madras Law College,Not Available,1986,Tamil Not Availabledu,No,No,No,Madras,
M. S. Ramesh,Male,1963-12-28T00:00:00Z,Tamil Nadu,Chennai,2016-10-05T00:00:00Z,2025-12-27T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,1991,Tamil Not Availabledu,No,No,No,Madras,
R. N. Manjula,Female,1964-02-16T00:00:00Z,Tamil Nadu,Not Available,2020-12-03T00:00:00Z,2022-12-03T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1987,1987,Tamil Not Availabledu,No,No,Yes,Madras,
R. Suresh Kumar,Male,1964-05-29T00:00:00Z,tamil Nadu,Pudukkottai,2016-10-05T00:00:00Z,2026-05-28T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Yes,Yes,TELC HSc Pudukottai,"HH Raja's Clg,Pudukottai",Science,Madras Law College,1989,1989,Tamil Not Availabledu,No,No,No,Madras,
C. V. Karthikeyan,Male,1964-12-14T00:00:00Z,Tamil Nadu,Not Available,2016-10-05T00:00:00Z,2026-12-13T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,Not Available,Yes,Not Available,No,Not Available,Not Available,Yes,"St Mary's HSC; Hindu HSC, Chennai",Madras Christian College,Science,Madras Law College,Not Available,1989,Tamil Not Availabledu,No,Yes,Yes,Madras,
G. Jayachandran,Male,1965-04-01T00:00:00Z,Tamil Nadu,Vellore,2016-10-05T00:00:00Z,2027-03-31T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,Not Available,No,Not Available,No,Not Available,Not Available,Yes,"Voorhees HSC, Vellore",Not Available,Not Available,Not Available,1988,1988,tamil Not Availabledu,No,Yes,Yes,Madras,
S. M. Subramaniam,Male,1965-05-31T00:00:00Z,Not Available,Not Available,2016-10-05T00:00:00Z,2027-05-30T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,1991,1991,tamil Not Availabledu,No,No,No,Madras,
P. Velmurugan,Male,1965-06-09T00:00:00Z,Tamil Nadu,Dindigul,2016-10-05T00:00:00Z,2027-06-08T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,Not Available,Yes,Not Available,No,Not Available,Not Available,Yes,"C.S.M.A HSC, Dindigul","Govt Law Clg, Madurai",Not Available,"Govt Law Clg, Madurai",Not Available,1990,Tamil Not Availabledu,No,No,No,Madras,
Nirmal Kumar,Male,1965-11-23T00:00:00Z,Tamil Nadu,Not Available,2018-06-04T00:00:00Z,2027-11-22T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Santhome HSC, Chennai",Madras Law College,Not Available,Madras Law College,Not Available,1989,Tamil Not Availabledu,No,Yes,No,Madras,
Jagadish Chandra,Male,1966-02-15T00:00:00Z,Tamil Nadu,Thoothukudi,2017-06-28T00:00:00Z,2028-02-14T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,Madras Law College,Not Available,Madras Law College,Not Available,1989,Tamil Not Availabledu,No,No,No,Madras,
