Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law,fileTitle
Todopunuri Amarnath Goud,Male,1965-03-01T00:00:00Z,Telangana,Secunderabad,2017-09-21T00:00:00Z,2027-02-28T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Yes,Not Available,Yes,"St.Patricks High School, Secunderabad; Wesley boys Junior College, Secunderabad(Intermediate course)","Arts and Science College, Secunderabad, Osmania University, Hyderabad",Science,"Shivaji Law College, Maratwada University, Maharastra",not available,1990,Andhra Pradesh,No,No,No,Telangana
Kunuru Lakshman Goud,Male,1966-06-08T00:00:00Z,Not Available,Not Available,2019-08-26T00:00:00Z,2028-06-07T00:00:00Z,No,No,Telangana,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Government Schools, Bogaram and Ramannapet","New Science Degree College, Ameerpet, Hyderabad","Science (Mathematics, Physics and Chemistry)","V.R. Law College, Sri Venkateshwara University, Nellore",not available,1993,Andhra Pradesh,No,Yes,No,Telangana
Mamidanna Satya Ratna Ramachandra Rao,Male,1966-08-07T00:00:00Z,Telangana,Hyderabad,2012-06-29T00:00:00Z,2028-08-06T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,"St.Pauls High School, Hyderabad; Little Flower College (Intermediate course)","Bhavans New Science College, Osmania University",Science (Mathematics),"University College of Law, Osmania University, Hyderabad",1989,1989,Andhra Pradesh,Yes,No,Yes,Telangana
Annireddy Abhishek Reddy,Male,1967-11-07T00:00:00Z,Not Available,Not Available,2019-08-26T00:00:00Z,2029-11-06T00:00:00Z,No,No,Telangana,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"St.Pauls High School, Hyderabad; Little Flower College (Intermediate course)","Nizam College, Hyderabad",Arts,"University College of Law, Osmania University, Hyderabad",1990,1990,Andhra Pradesh,Yes,No,Yes,Telangana
Bollampally Vijaysen Reddy,Male,1970-08-22T00:00:00Z,Telangana,Hyderabad,2020-05-02T00:00:00Z,2032-08-21T00:00:00Z,No,No,Telangana,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,"Padala Rama Reddy Law College, Osmania University, Hyderabad",1994,1994,Andhra Pradesh,No,No,No,Telangana
Utpalendu Bikas Saha,Male,1954-08-25T00:00:00Z,Tripura,Udaipur,2006-10-12T00:00:00Z,2016-08-24T00:00:00Z,No,No,Gauhati,Yes,Tripura,2013-03-23T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"K.B.Institution, Udaipur, Tripura","Bir Bikram Evening College, Agartala",Arts,Calcutta University,not available,1978,not available,No,Yes,No,Tripura
Swapan Chandra Das,Male,1955-03-16T00:00:00Z,Not Available,Not Available,2011-10-17T00:00:00Z,2017-03-15T00:00:00Z,No,No,Gauhati,Yes,Tripura,2013-03-23T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,Not Available,Not Available,Not Available,Not Available,Belonia College,not available,"University College of Law, Calcutta",not available,1981,not available,No,No,No,Tripura
Deepak Gupta,Male,1955-05-07T00:00:00Z,Himachal Pradesh,"Nurpur, Kangra District",2004-10-04T00:00:00Z,2020-05-06T00:00:00Z,No,No,Himachal Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Tripura,Chattisgarh,Not Applicable,Yes,2017-02-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"St. Edward's School, Shimla",not available,not available,Delhi University,1978,1978,not available,No,No,No,Tripura
Tinlianthang Vaiphei,Male,1956-03-01T00:00:00Z,Not Available,Not Available,2003-07-17T00:00:00Z,2018-02-28T00:00:00Z,No,No,Gauhati,Yes,Tripura,2016-05-16T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Tripura,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,"Nowrosjee Wadia College, University of Poona",Arts,"Campus Law Centre, University of Delhi",1979,1980,"Assam, nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",No,No,No,Tripura
Ajay Rastogi,Male,1958-06-18T00:00:00Z,Rajasthan,Jaipur,2004-09-02T00:00:00Z,2023-06-17T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Tripura,Not Applicable,Not Applicable,Yes,2018-11-02T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Not Available,Not Available,not available,Commerce,not available,not available,1982,not available,No,No,No,Tripura
Akil Abdul Hamid Kureshi,Male,1960-03-07T00:00:00Z,Gujarat,Not Available,2004-03-07T00:00:00Z,2022-03-06T00:00:00Z,No,No,Gujarat,Yes,Bombay,2018-11-14T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Tripura,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Science (Mathematics),not available,1983,1983,Gujarat,No,No,No,Tripura
Satya Gopal Chattopadhyay,Male,1961-01-01T00:00:00Z,Not Available,Not Available,2020-03-06T00:00:00Z,2022-12-31T00:00:00Z,No,No,Tripura,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,"University College of Law, Calcutta",not available,"University College of Law, Calcutta",1988,1988,not available,No,No,No,Tripura
Sanjay Karol,Male,1961-08-23T00:00:00Z,Himachal Pradesh,Shimla,2007-03-08T00:00:00Z,2023-08-22T00:00:00Z,No,No,Himachal Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Tripura,Patna,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,Yes,Not Available,Not Available,Not Available,"St. Edward School, Shimla","Government Degree College, Shimla",History,"Himachal Pradesh University, Shimla",not available,1986,not available,No,No,No,Tripura
Subhasis Talapatra,Male,1961-10-04T00:00:00Z,Tripura,Udaipur,2011-11-15T00:00:00Z,2023-10-03T00:00:00Z,No,No,Gauhati,Yes,Tripura,2013-03-23T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,University of Calcutta,Arts,"Department of Law, University of Calcutta",not available,1990,"Assam, nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",No,No,No,Tripura
Arindam Lodh,Male,1963-03-25T00:00:00Z,Not Available,Not Available,2018-05-07T00:00:00Z,2025-03-24T00:00:00Z,No,No,Tripura,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Science,not available,not available,1988,not available,No,No,No,Tripura
Irshad Hussain,Male,1944-01-02T00:00:00Z,Not Available,Not Available,2002-02-28T00:00:00Z,2006-01-01T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,not available,not available,1968,Not Applicable,Not Applicable,No,No,No,Uttarakhand
Mahesh Chand Jain,Male,1944-10-18T00:00:00Z,Not Available,Not Available,1999-02-05T00:00:00Z,2006-10-17T00:00:00Z,No,No,Allahabad,Yes,Uttarakhand,2000-11-01T00:00:00Z,Allahabad,2001-11-09T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Commerce,not available,1966,Not Applicable,Not Applicable,No,Yes,No,Uttarakhand
M. M. Ghildiyal,Male,1946-01-03T00:00:00Z,Uttarakhand,"Village Khola, near Srinagar, District Pauri Garhwal",2002-11-18T00:00:00Z,2008-01-02T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"High school from Srinagar, district Pauri Garhwal, intermediate from Ranikhet, district Almora",Allahabad University,Arts,University of Allahabad,not available,1980,Uttar Pradesh,No,No,No,Uttarakhand
Rajesh Tandon,Male,1946-07-01T00:00:00Z,Not Available,Not Available,2003-07-03T00:00:00Z,2008-06-30T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,not available,not available,not available,1968,not available,No,No,No,Uttarakhand
Cyriac Joseph,Male,1947-01-28T00:00:00Z,Kerala,Kaipuzha in Kottayam District,1994-07-06T00:00:00Z,2012-01-27T00:00:00Z,No,No,Kerala,Yes,Delhi,1994-08-05T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Uttarakhand,Karnataka,Not Applicable,Yes,2008-07-07T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"St. George’s High School, Kaipuzha","St. Thomas College, Palai; St. Berchmans’ College",not available,"Changanacherry and Law College, Trivandrum",not available,1968,Kerala,No,No,No,Uttarakhand
Bipin Kandpal,Male,1948-08-17T00:00:00Z,Not Available,Not Available,2004-06-29T00:00:00Z,2010-08-16T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,Not Available,Not Available,Not Available,Dehradun,not available,not available,Agra University,not available,1974,Uttar Pradesh,No,No,No,Uttarakhand
Nirmal Yadav,Female,1949-03-04T00:00:00Z,Not Available,Not Available,2004-11-05T00:00:00Z,2011-03-03T00:00:00Z,No,No,Punjab and Haryana,Yes,Uttarakhand,2010-02-11T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,not available,Science,not available,not available,1975,Punjab and Haryana,No,No,No,Uttarakhand
Jeewan Chandra Singh Rawat,Male,1949-05-24T00:00:00Z,Uttarakhand,Nainital,2004-06-29T00:00:00Z,2011-05-23T00:00:00Z,No,No,Uttarakhand,Yes,Jharkhand,2009-10-01T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"10th,12th from Higher Scondary School, Mukteshwar, Nainital, and GIC Nainital",DSB Govt. College,not available,Lucknow University,not available,Not Applicable,Not Applicable,No,No,No,Uttarakhand
Prakash Chandra Verma,Male,1951-01-12T00:00:00Z,Not Available,Not Available,1999-02-05T00:00:00Z,2013-01-11T00:00:00Z,No,No,Allahabad,Yes,Uttarakhand,2000-11-09T00:00:00Z,Allahabad,2009-01-20T00:00:00Z,Patna,2011-04-08T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,Lucknow University,Science,Lucknow University,1975,1976,Uttar Pradesh,No,No,No,Uttarakhand
Dharam Veer,Male,1951-09-15T00:00:00Z,Uttarakhand,"Piplia, Tahsil-Bazpur (the then District Nainital), presently District: Udham Singh Nagar",2006-09-23T00:00:00Z,2010-11-16T00:00:00Z,Yes,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,"Udai Raj Hindu College, Kashipur","Meerut University, Meerut (U.P.)",Science,Agra University (U.P.),not available,1974,Uttar Pradesh,No,No,No,Uttarakhand
Brahma Singh Verma,Male,1952-05-03T00:00:00Z,Uttarakhand,"Manakpur Adampur, Tahsil Roorkee District, Haridwar",2004-07-15T00:00:00Z,2014-05-02T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,"Bhalswa Ganj Inter College and D.A.V. Inter College, Roorkee","D.B.S. College, Dehradun",Science,D.A.V College Dehradun,not available,1976,Uttar Pradesh,No,No,No,Uttarakhand
Barin Ghosh,Male,1952-06-05T00:00:00Z,Not Available,Not Available,1995-07-14T00:00:00Z,2014-06-04T00:00:00Z,No,No,Calcutta,Yes,Patna,2005-01-07T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,J&K and Ladakh,Sikkim,Uttarakhand,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Commerce,not available,not available,1978,West Bengal,No,No,No,Uttarakhand
Sarvesh Kumar Gupta,Male,1956-01-01T00:00:00Z,Uttar Pradesh,"Khair, District Aligarh",2011-04-21T00:00:00Z,2017-12-31T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Science,"LL.B. from Agra University, LL.M. from Meerut University (1979)",1976,Not Applicable,Not Applicable,No,No,Yes,Uttarakhand
Umesh Chandra Dhyani,Male,1956-02-14T00:00:00Z,Not Available,Not Available,2011-09-13T00:00:00Z,2018-02-13T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,not available,Science,not available,not available,Not Applicable,Not Applicable,No,No,No,Uttarakhand
Tarun Agarwala,Male,1956-03-03T00:00:00Z,Not Available,Not Available,2004-01-07T00:00:00Z,2018-03-02T00:00:00Z,No,No,Allahabad,Yes,Uttarakhand,2009-09-25T00:00:00Z,Allahabad,2012-10-03T00:00:00Z,Meghalaya,2018-02-12T00:00:00Z,Yes,Meghalaya,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,Allahabad University,Arts,University of Allahabad,not available,1981,Uttar Pradesh,No,No,No,Uttarakhand
Kuttiyil Joseph,Male,1958-06-17T00:00:00Z,Not Available,Not Available,2004-10-14T00:00:00Z,2023-06-16T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Uttarakhand,Not Applicable,Not Applicable,Yes,2018-08-07T00:00:00Z,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,"Kendriya Vidyalaya, Kochi and New Delhi","Loyola College, Chennai",not available,"Government Law College, Ernakulam",not available,1982,Delhi,not available,not available,No,Uttarakhand
Ramesh Ranganathan,Male,1958-07-28T00:00:00Z,New Delhi,New Delhi,2005-05-26T00:00:00Z,2020-07-27T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Telangana,Uttarakhand,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,Not Available,Not Available,not available,not available,Bangalore University,not available,1985,Andhra Pradesh,No,Yes,No,Uttarakhand
Lok Pal Singh,Male,1959-02-15T00:00:00Z,Uttarakhand,"Village Mohanpur-Mohammadpur, Tehsil Roorkee (then District Saharanpur) now District Haridwar",2017-05-19T00:00:00Z,2021-02-14T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,Not Available,"BSM Intermediate College, Roorkee","Meerut University, Meerut",not available,"Meerut University, Meerut",not available,1988,Uttar Pradesh,No,No,No,Uttarakhand
Alok Singh,Male,1959-04-28T00:00:00Z,Uttarakhand,Roorkee,2009-10-12T00:00:00Z,2021-04-27T00:00:00Z,No,No,Uttarakhand,Yes,PunjabandHaryana,2009-12-21T00:00:00Z,Jharkhand,2012-06-13T00:00:00Z,Uttarakhand,2013-02-26T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,"M.S. College, Saharanpur",Science,not available,not available,1982,Uttar Pradesh,No,No,No,Uttarakhand
Raghvendra Singh Chauhan,Male,1959-12-24T00:00:00Z,Not Available,Not Available,2005-06-13T00:00:00Z,2021-12-23T00:00:00Z,No,No,Rajasthan,Yes,Karnataka,2015-03-10T00:00:00Z,Telangana,2018-11-22T00:00:00Z,Not Applicable,Not Applicable,Yes,Telangana,Uttarakhand,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,"Arcadia University, Glenside, PA (USA)",not available,"Delhi University, Delhi",1983,1983,Rajasthan,No,No,No,Uttarakhand
Narayan Singh Dhanik,Male,1960-05-20T00:00:00Z,Uttarakhand,"Village Pubhauna, District Almora",2018-12-03T00:00:00Z,2022-05-19T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sarvodaya Inter College, Jainti, Almora and Rajkiya Mahavidyalaya, Almora",not available,not available,Lucknow University,not available,Not Applicable,Not Applicable,No,No,No,Uttarakhand
